ID_CLIENTE,SAFRA_REF,PROBABILIDADE_INADIMPLENCIA
5058298901476893676,2021-07-01,0.01240139168605319
274692171162531764,2021-07-01,0.04409917194741905
274692171162531764,2021-07-01,0.04409917194741905
274692171162531764,2021-07-01,0.04409917194741905
465309249432033993,2021-07-01,0.04092555244455289
465309249432033993,2021-07-01,0.04092555244455289
465309249432033993,2021-07-01,0.04092555244455289
465309249432033993,2021-07-01,0.04092555244455289
5883155883105348987,2021-07-01,0.17169281077905207
5883155883105348987,2021-07-01,0.16899494218498845
4489904752023469353,2021-07-01,0.3810027944254152
3355881107559250653,2021-07-01,0.17538162559580567
3355881107559250653,2021-07-01,0.17538162559580567
3355881107559250653,2021-07-01,0.17538162559580567
3355881107559250653,2021-07-01,0.15418312932407693
3355881107559250653,2021-07-01,0.15755076195156412
3355881107559250653,2021-07-01,0.17538162559580567
3355881107559250653,2021-07-01,0.17538162559580567
6330043096034525408,2021-07-01,0.431681628749245
6330043096034525408,2021-07-01,0.431681628749245
6964108750473070287,2021-07-01,0.013190111599716052
6964108750473070287,2021-07-01,0.009193940508080076
6964108750473070287,2021-07-01,0.010332838636711134
6964108750473070287,2021-07-01,0.01299858837187539
6964108750473070287,2021-07-01,0.01299858837187539
6964108750473070287,2021-07-01,0.013190111599716052
6964108750473070287,2021-07-01,0.013190111599716052
6964108750473070287,2021-07-01,0.013190111599716052
6964108750473070287,2021-07-01,0.010332838636711134
6964108750473070287,2021-07-01,0.013190111599716052
6964108750473070287,2021-07-01,0.010332838636711134
6964108750473070287,2021-07-01,0.010332838636711134
6964108750473070287,2021-07-01,0.009193940508080076
6964108750473070287,2021-07-01,0.013190111599716052
6964108750473070287,2021-07-01,0.013190111599716052
6964108750473070287,2021-07-01,0.009193940508080076
4008627434689715639,2021-07-01,0.7376834424779887
4008627434689715639,2021-07-01,0.8551340463192332
4008627434689715639,2021-07-01,0.5427953653914197
5757271354816214865,2021-07-01,0.8522742693307006
5757271354816214865,2021-07-01,0.9455300562181725
5757271354816214865,2021-07-01,0.8219342716715278
5757271354816214865,2021-07-01,0.8522742693307006
5757271354816214865,2021-07-01,0.8548856978299224
5757271354816214865,2021-07-01,0.9287536892744588
5757271354816214865,2021-07-01,0.9155973435133624
5757271354816214865,2021-07-01,0.8548856978299224
5757271354816214865,2021-07-01,0.9240532371851491
5757271354816214865,2021-07-01,0.9235392248614265
5757271354816214865,2021-07-01,0.8613363706804504
5757271354816214865,2021-07-01,0.9455300562181725
5757271354816214865,2021-07-01,0.86558579125809
5757271354816214865,2021-07-01,0.9240532371851491
5757271354816214865,2021-07-01,0.9240532371851491
8909740532547211288,2021-07-01,0.062006218530495566
8909740532547211288,2021-07-01,0.062006218530495566
8909740532547211288,2021-07-01,0.062006218530495566
4045739494965095560,2021-07-01,0.3110859420972175
4045739494965095560,2021-07-01,0.3110859420972175
4045739494965095560,2021-07-01,0.1713745627147269
6759864637454708017,2021-07-01,0.08292464869880362
6759864637454708017,2021-07-01,0.08368908754934115
6759864637454708017,2021-07-01,0.08368908754934115
6759864637454708017,2021-07-01,0.08368908754934115
6759864637454708017,2021-07-01,0.08292464869880362
6759864637454708017,2021-07-01,0.08368908754934115
6134696632487351445,2021-07-01,0.03411458326216052
6134696632487351445,2021-07-01,0.034792293832843726
6134696632487351445,2021-07-01,0.03411458326216052
